ulasan,label,sentiment,score
"Biaa disebut malam yg indah di kota batu utk membawa anak istri berlibur,udara dingin banget bagi yg membawa anak pastikan membawa jaket,karna udara dingin bingit,air mancur nya mantap menari nari,makanan nya enak pol",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9927762746810913}]",0.9927762746810913
gak nyangka di kota kecil seperti batu bisa mengelola taman hiburan yang apik dan tematik unik dan tidak m3nggelitik kantong alias Murmer tapi gak murahan..paling seneng ke taman lampion nyaa karna bisa menikmati bersama keluarga,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9925045967102051}]",0.9925045967102051
"tempat yang lumayan bagus untuk wisata malam di Malang bersama keluarga tercinta, persiapkan jaket jangan lupa dikarenakan udara malam Malang yang cukup dingin, lebih baik datang lebih awal agar cukup puas menikmati semua wahana yang tersedia.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9899939894676208}]",0.9899939894676208
Berbagai macam permainan yang menantang andrenalin dan konsep lokasi yang menarik untuk di kunjungi.tiket masuk yg terjangkau serta permainannya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9981060028076172}]",0.9981060028076172
Permainan cukup banyak dan lumayan menghibur jika membawa anak anak yang masih kecil.. peremajaan wahana perlu dilakukan .. harga cukupbersahabat,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999771773815155}]",0.999771773815155
"wisata ditempat ini cukup menyenangkan, banyak permainan anak sehingga anak saya cukup senang kemari, setelah ini banyaknya lampion yang bagus-bagus cocok untuk berfoto keluarga atau yang berpasangan, tontonan air mancur menari juga cukup menarik perhatian.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998138546943665}]",0.9998138546943665
"Lokasi berdekatan dengan tempat makan dan penginapan. Spot foto yang disediakan cukup beragam. Saya masih belum mencoba wahana yang ada disekitar BNS, semoga dilain kesempatan bisa mencoba. ^^",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8748903870582581}]",0.8748903870582581
"Ini ""pasar malem"" yg paling keren yang pernah dikunjungi selama ini. Bagus banget, dari mulai buka sampe mau tutup gak bosen-bosennya ngabisin waktu disini, sampe ada gokartnya juga, tapi tetep, taman lampion nya juara.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996967315673828}]",0.9996967315673828
"Tiket yang anda beli tidak terusan, atau dengan kata lain anda harus membayar / membeli tiket lagi bila ingin memasuki wahana2 tertentu.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998490571975708}]",0.998490571975708
"Tempat ini seperti taman bermain di malam hari, Wahana permainannya cukup menarik untuk keluarga, khususnya anak dan remaja. Untuk wisatawan senior cukup bisa menikmati pemandangan lampion-lampion (lampu warna-warni), sambil berfoto (selfie)",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9985296726226807}]",0.9985296726226807
"Taman bermain yang menarik, lebih ekonomis membeli karcis terusan untuk menikmati wahana permainannya. Taman lampionnya bagus untuk spot foto.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988693594932556}]",0.9988693594932556
"Hanya dengan 30rb sudah bisa menikmati wisata malam yang sangat indah, banyak permainan mulai dari yang ekstrem sampai yang biasa saja. Lampionnya sangat indah!",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997509121894836}]",0.9997509121894836
"Cocok buat anak muda, udara batu malang yang sejuk jadi betah berlama2 . Tapi untuk pilihan makanan didalam lokasi sangat kurang bervariasi",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9962871074676514}]",0.9962871074676514
"BNS memang cocok dikunjungi untuk wisata malam. Namun ketika tiba disini, jauh dari ekspektasi saya. Wahana nya kurang menarik bagi saya, kecuali go cart nya. Bagi anda yang sudah pernah menyaksikan taman lampion sebelumnya mungkin akan merasa biasa saja. Begitu juga air mancur menarinya juga tidak istimewa. Namun, pantas dicoba berkunjung ke sini.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9720700979232788}]",0.9720700979232788
"tempat yang patut direkomendasikan untuk wisata malam di kota Batu, banyak aneka permainan ditempat ini baik permainan untuk orang dewasa maupun untuk anak anak, yang saya suka dari tempat ini adalah  istana lampion yang tampak menarik dan menyala ditengah malam",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989858269691467}]",0.9989858269691467
"Opsi tambahan jika ingin jalan jalan malam dikawasan sekitar Batu Malang, banyak wahana permainan memacu adrenaline di BNS tiket masuk cukup terjangkau, lokasinya tidak jauh dari lokasi tempat wisata lainnya di Batu Malang.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9960147142410278}]",0.9960147142410278
"BNS cocok untuk berkunjung saat malam hari. Karena di malam hari suasana lampu - lampu akan terlihat dan sangat indah. Di BNS tersedia berbagai macam wahana mulai dari yang biasa - biasa hingga yang ekstrem. Selain tempat wahana disini juga tersedia food court, tempat perbelanjaan souvenir khas Kota Wisata Batu serta menjual Ole - Ole khas Kota Batu yaitu keripik yang terbuat dari buah - buahan segar.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991161227226257}]",0.9991161227226257
"disini ditawarkan berbagai macam wahana permainan, tapi sayangnya alat yang digunakan dipermainan agak terlihat usang, tetapi tetap seru, disini ditonjolkan adalah wisata lampionnya , harga tiketnya pun murah",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9666762948036194}]",0.9666762948036194
"semakin malam makin bagus karena lampu warna warni menyala indah, bisa sekedar jalan-jalan dan bermain, karna tidak main seluruh wahana, kami pilih beli tiket masuk saja. Di dalam kami baru beli tiket untuk beberapa permainan yang kami suka. Ada juga pertunjukan air mancur menari (free) di area food court malam hari sekitar jam 8 malam (ada beberapa kali show)",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998297393321991}]",0.998297393321991
"pertama berkunjung ke sini bener bener luar biasa, konsep hiburan keluarga dan lengkap, ada sekitar 20 wahana yg patut di coba dan food court yang luas dan setiap mlam ada pertunjukan",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996675252914429}]",0.9996675252914429
"Waktunya lebih banyak habis di taman lampion, karena yg lainnya wahana permainan utk anak-anak, tidak sempat masuk ke gallery 3D art, satu spot lokasi tp beda2 tiket masuk.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.723544716835022}]",0.723544716835022
"Atraksi permainannya menarik dan banyak yang ekstrim, pilihan untuk anak-anak yang tidak menyukai permainan ekstrim cukup sedikit sehingga kami hanya lewat saja.  Kulinernya juga kurang bervariasi.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9287773966789246}]",0.9287773966789246
"DI siang hari lokasi ini sangat sepi dan tidak menarik,ttp beranjak malam,berubah mnjadi pusat keramaian wisatawan di Batu...tiket bisa beli yg terusan ( kecuali utk beberapa wahana) atau hanya beli tiket masuk saja...konsepnya seperti dufan sih hanya saja aktifnya malam hari,dan wahana permainannya tidak sbanyak dufan,tp ada beberapa wahana yg menarik seperti rumah lampion yg memang sangat cantik di malam hari krn permainan sinar lampu",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9950814247131348}]",0.9950814247131348
"Tujuan lanjutan setelah siang hari berkeliling di area Malang, lokasi buka di sore hari dengan lampu lampu hias di sepanjang area BNS. dapat melihat pemandangan sore hari kota Malang dengan naik sepeda udara. Harga tiket lumayan bersahabat, saran saya ambil tiket terusan saja karena lumayan beda harga tiap wahana permainannya. Tujuan pertama saya wahana sepeda udara supaya dapat melihat pemandangan sore langit Batu, kemudian taman lampion dll",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9612064361572266}]",0.9612064361572266
"bagi anda yang mengunjungi BNS pada malam hari, jangan lupa untuk mengunjungi taman lampion yang sangat cantik. dan bagi kalian yang ingin berwisata dalam waktu 1-2 hari dan ingin keliling jatim park juga. lebih baik membeli tiket terusan yang lebih hemat",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9464267492294312}]",0.9464267492294312
kalau malam hari bisa ajak keluarga ke BNS untuk menikmati permainan yang ada disana. Bisa juga sekedar makan atau foto2 di taman lampion,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9950886368751526}]",0.9950886368751526
Salah satu tempat favorit juga karena ada Taman Lampion. Tempat wisata ini hanya buka malam hari. Wahana lumayan banyak.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8725763559341431}]",0.8725763559341431
"BNS merupakan taman rekreasi yang mempunyai beberapa wahana keren, dimana anak-anak dapat bermain sambil belajar , ketika anak-anak anda datang kesini mohon pengawasan dari orang tu karena terlalu ramai sehingga banyak orang tua harus kehilangan anak-anaknya..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9974116683006287}]",0.9974116683006287
"BNS mulai buka pk 15.00 hingga pk. 24.00. tarif masuk cukup terjangkau, namun untuk masuk ke setiap permainan harus kembali membayar. Terdapat banyak wisata kuliner di depan BNS. Sangat cocok untuk keluarga yang ingin menghabiskan waktu malam bersama anak sambil menikmati dinginnya kota Batu.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9975589513778687}]",0.9975589513778687
"Arena bermain anak n dewasa yg murah menarik nyaman dan bersih. Makanannya euenak dan murah, foodcourt pilihannya sangat banyak. Shownya menarik. Mainannya ganti2. Karcis murah, mulai 7000-20000tembak-70000 utk gokart. Anak2 sangat suka kesini.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9898774027824402}]",0.9898774027824402
Saat di kota batu dan malam gak tau mau ngapain..langsung merapat kesini dan anak saya menikmati beberapa wahana dan sayangnya food stall disana rata rata masakan nya kurang enak padahal harga cukup mahal..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.99883633852005}]",0.99883633852005
"Salah satu taman hiburan yang bisa kita kunjungi saat singgah di Kota Batu.Yang membedakan BNS dari taman hiburan lainnya adalah jam bukanya di sore hari sampai malam hari. Bagi yang suka  ber-selfie ria maka taman lampion adalah tempat yang cocok untuk Anda. Bagi yang suka horor maka silahkan berpetualang di rumah hantu. Bagi yang suka permainan yang memacu adrenalin banyak pilihan permainan yang bisa Anda coba di BNS. Jangan lupa Cinema 4D nya, dijamin seru.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997231364250183}]",0.9997231364250183
"Kalau mau kesini, mau pake tiket terusan lebih murah bagi yang suka main-main wahana yang ada, tapi jika cuman menikmat malam saja mendingan beli tiket masuknya aja",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9799962043762207}]",0.9799962043762207
"untuk anda yang masih remaja & senang permainan, ini tempat yang mengasikan. taman lampion nya juga bagus, layak untuk di kunjungi",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998538494110107}]",0.9998538494110107
Kalo masuk kesini mending beli tiket terusan (include wahana permainan)bagi yg pengen maen2 wahana permainan.. soalnya kalo engga jatuh nya lebih mahal karna 1x wahana permaianan rata2 13.000-15.000,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9982448816299438}]",0.9982448816299438
"Tempat hiburan ini buka pada malam hari, banyak permainan2 yaa kurang lebih seperti Surabaya Night Spektakuler lah, harga tiket sekitar 60an(pd waktu itu)",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8455039262771606}]",0.8455039262771606
"jika kamu ingin wisata di malam hari maka datanglah ke BNS Batu Malang, letaknya dibawah gunung Panderman. Hawa dingin berubah menjadi panas karena sesaknya pengunjung yang mencari hiburan malam. banyak wahana yang membutuhkan adrenalin disini. Pas dijam 21.00 dan 23.00 ada pertunjukan air mancur bergoyang silahkan mencoba....",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9850045442581177}]",0.9850045442581177
"Cocok bersama pasangan, terutama di lampion garden nya.. So sweet Namun jenis makanan yg disediakan tdk terlalu istimewa, disarankan utk lebih diutamakan menu khas daerah agar lebih menambah kesan ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9976335763931274}]",0.9976335763931274
"Wahananya banyak, hanya semua berbayar,,Paling suka di lampion garden, ada eiffel mini, petronas mini,dll.. Banyak spot buat poto2..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5017598867416382}]",0.5017598867416382
"Wahana ini ada di kota batu malang. Lokasi nya berdekatan dengan tempat wisata lain di batu seperti museum angkot dan wahana permainan jatim Park. Tiket nya dipisah antara tiket masuk dan tiket terusan. Tiket masuk 40 rb dan tiket terusan jadi 100 rb. Kalo di hitung lebih hemat membeli tiket terusan karena di dalam banyak wahana yang sekali masuk Minimal 15 rb. Di dalam wahana banyak permainan yang memacu adrenalin,, bisa di bilang isinya seperti mini dufan.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9657719135284424}]",0.9657719135284424
"Tempat yang bagus, penuh dengan berbagai  permainan, untuk anak, remaja dan dewasa juga ada.  Tempat ini dirancang dengan konsep seperti pasar malam. Hanya sayang tidak dibuat tiket terusan, untuk semua permainan termasuk masuk ke rumah lampion. Dengan adanya tiket terusan akan memudahkan konsumen, sehingga tidak berulangkali membayar dan membeli tiket.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9803709983825684}]",0.9803709983825684
Bagi kalian yang suka main wahana sedikit ekstreme boleh coba ke tempat ini.... bisa foto dengan gambar 4D dan laen laen,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9502719044685364}]",0.9502719044685364
"Tempat ini bagus, sangat bagus. wahana yang disediakan keren. dan murah di kantong HTM nya. cocok untuk anak2 dan dewasa. destinasi nya juga tidak terlalu jauh dari alun-alun kota batu",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994372725486755}]",0.9994372725486755
banyak wahana bermain dan ramai pengunjung apalai di hari libur.. hanya saja semua wahana berbayar. Masuk ke rumah lampion juga harus bayar....sehingga agak berat juga jika bawa banya anggota keluarga,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9868881106376648}]",0.9868881106376648
menikmati berbagai wahana permainan baik utk anak-anak maupun dewasa yg memacu adrenalin. Lampion Garden dengan suasana romantis ditambah udara yg dingin sangat berkesan. Foodcourt dg sajian live music dg berbagai macam menu makanan yg ramah di dompet.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996587038040161}]",0.9996587038040161
"Ditempat ini terdapat food court restaurant denga acara special di malam hari, serta terdapat juga toko toko kecil dan taman bermain yang lumayan besar di tempat ini.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9941776990890503}]",0.9941776990890503
WOOWWW dingiiiinnn. Sebagai warga Jakarta yang membutuhkan udara sejuk ke Batu merupakan pilihan tepat. Belum ke Batu kalau belum ke BNS. Ada banyak sekali permainan disini. Yang paling berkesan tentu saja sepeda angin yang bisa membuat kita melihat CITYLIGHT!!!!! di beberapa spot lintasannya. Sebisa mungkin datanglah pas lagi bukan musim liburan. Biar bisa puas :))),POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9928190112113953}]",0.9928190112113953
Layaknya pasar malam pada umumnya. Buka dari sore hari hingga malam hari. Banyak wahana disana termasuk permainan gokart. Beli tiket terusan untuk merasakan semua wahana. Lokasi favorite untuk berfoto ria adalah taman lampion dan 3d arts gallery. Terdapat pilihan food court dan café.  Harga masih sangat terjangkau. Hanya saja parkiran yang kurang luas untuk musim liburan mengingat banyak nya bis yang parkir.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9923311471939087}]",0.9923311471939087
"Rame Seru Asyiik,Cuma Klo Bisa Tiketnya Dibuat Include Smua permainan...jadi ga terkesan terlalu mahal setelah habis main ke BNS,Karena Tiket Wahana Terpisah Lagi Dengan Tiket Masuk....Over All asyiik Sih",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9811688661575317}]",0.9811688661575317
"Jika anda ingin berkunjung kesini sebaiknya dilakukan setelah matahari terbenam, karena sesuai judulnya Batu Night Spectacular (BNS), tempat ini akan terasa spketakuler pada malam hari. Pada umumnya tempat ini adalah taman bermain seperti pasar malam tetapi lebih besar dan lebih permanen. Harga tiket masuk cukup terjangkau, karena saya berkunjung pada weekdays maka cukup membayar 30 ribu rupiah saja untuk tiket masuk, dan jika kita ingin mencoba beberapa permainan maka kita diharuskan membayar lagi yang harganya bervariasi antara 10 sampai 15 ribu rupiah, dengan pengecualian Gokart dan Rumah Lampion yang lebih mahal, atau kita dapat membeli tiket terusan seharga 100 ribu rupiah dan dapat mencoba seluruh permainan (dengan beberapa pengecualian). Permainannya ada yang untuk anak-anak sampai dengan yang cukup berbahaya dan memacu adrenalin. Ingin bermain di taman bermain yang terjangkau dan cukup lengkap, disinilah tempatnya.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9209924936294556}]",0.9209924936294556
Nice place tapi hindari berkunjung ketika liburan karena kemacetannya luar biasa. Disini ADA banyak wahana permainan Dan taman lampion yg bagus untuk sesi pemotretan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988901019096375}]",0.9988901019096375
"Bns sangat menarik dan bagus sekali,jika kita berada disini kita akan dibawa menikmati malam sambil berfoto ria di lampion garden dan kita juga dapat menikmati permainan2 yg menarik dan disini juga terdapat pusat oleh2 juga,jadi tidak usah pusing2 membeli oleh2 dibatu jika kesini",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997424483299255}]",0.9997424483299255
Wisata lampu.. dimana mana tersorot lampu warna warni.. untuk permainan tersedia dari level anak kecil sampai orang dewasa dengan syarat jangan memiliki penyakit jantung dan sedikit waspada untuk ibu hamil untuk memilih permainan yang ada..,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9809200763702393}]",0.9809200763702393
"BNS ini seperti perpaduan antara dufan dan trans studio. Bukanya sore sekitar jam 6 sampai malam. Permainan yang ada di sini lebih cocok untuk anak2 dan mungkin kurang menantang untuk orang dewasa. Wahana paling menarik menurut saya adalah taman lampion, tempat di mana kita bisa berfoto dengan latar belakang lampion berbagai bentuk yang lucu2.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.873970627784729}]",0.873970627784729
"BNS buka jam 8 malam sangat lah cocok untuk anak2 karena ada lampion lucu untuk di foto. Untuk orang dewasa, jangan lupa mencoba gravitron! Untuk mengobati rasa malam..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997373223304749}]",0.9997373223304749
"Banyak arena permainan baik anak2 atau dewasa di sini. Patut di coba buat yang penasaran meskipun areanya tidak begitu besar. Kekurangannya mungkin area parkir yang kurang besar, sehingga jika akhir pekan akan sulit mencari parkir kendaraan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9885313510894775}]",0.9885313510894775
"tempat ini lebih mirip seperti dufan dengan berbagai wahananya. berhubung tempat ini hanya buka di malam hari, so inget2 ya guys jangan sampai kesana di siang bolong. cocok banget bagi kalian yang suka dengan wahan ekstrem....",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9743635058403015}]",0.9743635058403015
"disini kalian bisa bermain wahana yg cukup ekstrim tapi aja juga sih untuk kalian yg tidak menyukai wahana ekstrim pokoknya yang nyantai2 aja hehehe ngga hanya itu, disitu juga ada taman lampion yang banyak banget bentuk2 lampionnya yang lucu buat foto... ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991372227668762}]",0.9991372227668762
"Konsepnya bagus meskipun seperti pasar malam, tetapi jadi daya tarik kota Batu, beda dengan kota lain. Wahana di sini juga cukup lengkap, tetapi sebagian berbayar lagi. Jadi kalo mau puas ke sini beli yang tiket terusan saja jadi bisa main wahana sepuasnya. Aku kesini pas habis hujan jadi kurang menikmati.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.887435257434845}]",0.887435257434845
Tempat wisata ini banyak juga di daerah2 lain. Menurut saya tidak terlalu istimewa untuk di kunjungi dan masih banyak tempat lain di batu yg lebih bagus,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8929842114448547}]",0.8929842114448547
Wisata malam hari menjadi lebih variatif dengan adanya Batu Night Spectacular.... Alternatif bagi keluarga yang ingin menghabiskan malam bersama.... Fasilitas lengkap dan lokasi mudah dijangkau.......,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9879912734031677}]",0.9879912734031677
"Satu lagi dari kota Batu, siang sudah ke wahana yang lain, waktunya malam hari bisa menikmati hiburan di BNS, pokoknya one stop Vacation deh...seruuu abisss........",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992545247077942}]",0.9992545247077942
"Bagus banget suasananya, warna-warni lampu, wahana-wahananya jg bagus.. yang paling suka pas foto-foto di lampion. Cmn sayangnya banyak wahana harus bayar lagi dan beli tiket lagi, itu yang bikin agak repot.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.945164144039154}]",0.945164144039154
"Seperti wahana permainan lainyya, ada lampion, go kart, dan berbagai macam jenis permainan lain yang menarik. BNS buka mulai sore hari, hawanya dingin , menyenangkan sekali. ada dancing water dan berbagai hal lain yang patut dicoba.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990654587745667}]",0.9990654587745667
"Saya sekeluarga ke BNS cuma sayang  waktu itu lokasi posisi sedang hujan. Gerimis ..parkir dapat agak jauh di pinggir jalan depan ind*mar*t. Nggak masalah sama anak anak terjang terus. Ehh..ternyata di dalam banyak permainan yang nggak beroperasi karena hujan. Trs cari permainan yang indoor ..waduh antrinya banyak banget. Sekitar 30 mnt di dalam hujan mulai reda. Sebagian permainan ada yg jalan lagi. Komedi putar , naik mobil mobilan. Sayang gokart nya tdk beroperasi. Akhirnya kita jalan keluar menuju tempat foodcourt..untungnya ada atraksi band musik dan permainan sinar laser. Anak2 senang di sini sambil menikmati kentang goreng dan ronde.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9926577210426331}]",0.9926577210426331
"waduh kalo malam2 kesini berr dinginnya minta amun, tapi seruu dong banyak wahana bermain disini dan keindahan kota terlihat juga ketika bermain disni, mantapp !!!",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997209906578064}]",0.9997209906578064
"Tempat ini luar biasa. saya seperti sedang tidak berada di Indonesia, dimana suasanya sangat dingin dan sejuk dan ada wahana permainan dengan keindahan lampu warna warni. kemudian kami disuguhkan penampilan musik dr panggung besar dan di langit-langit terdapat layar raksasa.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996742010116577}]",0.9996742010116577
"Tempatnya bagus, masuknya murah tp sayang kalau mau main harus  bayar tiket lagi, buka sore sampai malam",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9959152340888977}]",0.9959152340888977
ini salah satu tempat favorit kami juga waktu berlibur ke batu. lampion warna warni yang bagus dan beberapa wahana permainan. namun ada satu hal yang menurut saya kurang yaitu beberapa spot ada yang sudah rusak dan tidak terawat. favorit saya disini adalah rumah hantu nya. cukup spooky dan mengagetkan tapi sangat fun untuk keluarga,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7187615633010864}]",0.7187615633010864
Yang ke sini jangan lupa foto di iconic appan nama depannya ya. Bagusnya sih kalau sudah gelap. Jadi cahayanya kontras. Tempat main mengingatkanku pada wahana mainan rakyat dan pasar malam saat aku kecil.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989621639251709}]",0.9989621639251709
"Cukup Bagus... tapi kurang banyak permainan yang menantang adrenalin, lebih cocok untuk taman keluarga menurut saya",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8866775631904602}]",0.8866775631904602
"Batu night spectacular (BNS) rata-rata wahananya dibuat untuk anak-anak hingga remaja, jadi untuk permainan ekstrim seperti roller coaster atau sejenisnya tidak akan ditemukan disini. Menurut saya wahana disini cukup sedikit, karena lahannya pun tidak cukup luas. Hanya 30 menit mengitari seluruh tempat pun sudah merasa puas. ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9969695210456848}]",0.9969695210456848
"tempat yang asik untuk malam hari. suasana sangat meriah karena warna warni lampu, juga banyak pilihan permainan. sayangnya harus parkir jauh karena banyak pengunjung, terutama malam minggu, tempat parkir full. puas berkeliling, menuju pintu keluar kita melewati pasar cenderamata, silahkan belanja sesukanya karena harga cukup terjangkau",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983466863632202}]",0.9983466863632202
"Saya datang saat malam hari ke BNS dan ada beberapa wahana bermain di sini yang saya coba, harga tiket masuk murah dan terjangkau. semarak dengan lampu2 di malam hari",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9476340413093567}]",0.9476340413093567
Waktu paling pas untuk mengunjungi BNS dari jam 5 sore sampai malam hari. Karena bisa melihat gemerlap lampu disana. Sangat menyenangkan karena anak anak bisa bermain dan mencoba semua permainan di sana. Untuk setiap permainan tetap harus membayar   tiket lagi. ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992188215255737}]",0.9992188215255737
Datang ke tempat ini karena ingin mengeksplorasi Batu saat malam. Dari jauh tempat ini mencolok karena warna warni lampion. Kami memberi tiga tiket terusan untuk dua anak saya dan ayahnya. sementara Ibu saya dan saya membeli tiket masuk saja karena kami cuma menemani. Anak-anak saya mencoba semua permainan kecuali tower drp yang menurut mereka terlalu tinggi.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.997123658657074}]",0.997123658657074
"Wahana yg tersedia bervariasi dari usia anak2 sampai dewasa, semakin malam semakin ramai suasananya. Pada hari-hari tertentu ada pementasan air mancur dan menonton film di layar terlebar. Favorit saya adalah wahana gambar 3d dan taman lampu,rekomend buat dapat foto bagus. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991855025291443}]",0.9991855025291443
"Tempat jujukan ketika malam hari di kota Batu. Tempatnya tidak begitu besar tapi wahana permainan cukup banyak bagi anak-anak hingga dewasa. Tidak leluasa berkeliling karena sempitnya area sehingga jarak antara satu permainan dengan yang lainnya terlalu berdekatan, Saat ramai pengunjung, semakin gerah karena sesak sekali. Atraksi dancing foutainnya juga monoton dari tahun ke tahun. Tidak ada penambahan atau kenaikan mutu gerakan airnya. ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9984594583511353}]",0.9984594583511353
Wisata ini cocok untuk yg senang pada wahana permainan dan pemacu adrenalin. Lampu2 di malam hari membuat BNS lebih baguus. Tapi secara pribadi saya kurang bisa menikmati BNS..suasana terlalu crowded Dan sya kurang suka permainan.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9902452230453491}]",0.9902452230453491
"Tempat ini buka pd sore hari hingga malam hari,tiket masuk dan wahana permainan dibayar terpisah.apabila menggunakan tiket terusan dr Jatim park masuk bs gratis.tp tiap naik wahana hrs bayar lg.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9403812289237976}]",0.9403812289237976
"Banyak permainan pemacu adrenalin di BNS, sangat menarik bagi adrenalin addict. Juga ada lampion garden yang sangat menarik bagi penggemar fotografi dan sepeda udara bagi yang ingin bersantai sambil menikmati pemandangan BNS dari atas. Ada juga permainan bagi pengunjung yang datang bersama rombongan seperti laser mission dan battle area. Juga ada bioskop 4 dimensi. Total ada 20 wahana lebih di BNS. Hanya kekurangannya tiket terusan tidak mencakup semua wahana, masih ada wahana/permainan yang harus membayar walaupun punya tiket terusan.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9870690107345581}]",0.9870690107345581
"Saya penuh harapan bakal banyak yg bagus disini, tp habya gokart dan foto illusion nya saja yg keren.. gokart saya main 4x seru""..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.987307608127594}]",0.987307608127594
"Keberadaannya sangat mencolok di kota Batu yang relatif sepi, apalagi malam hari. Lampu dan kemeriahannya menarik pengunjung untuk mencoba atraksi yang disuguhkan. Sebetulnya area taman ini tidak terlalu luas, malah terasa sempit untuk sejumlah atraksi disana. Tidak heran kalau pengunjung agak berdesakan setiap malam. Sepeda udara dan taman lampion mungkin unggulan atraksi disana, kalau yang lainnya sepertinya sering ada di tempat lain. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9256498217582703}]",0.9256498217582703
