Judul,Link,Kategori
Ketua Umum PSSI Erick Thohir menyebut supporter memiliki peran penting dalam kemajuan sepak bola Indonesia. Ia pun tak mau ada korban jiwa yang berjatuhan dalam sepak bola.,https://index.sindonews.com/index/10,SPORTS
Rinov Rivaldy/Pitha Haningtyas Mentari senang bisa memastikan Indonesia menjadi juara Grup C BAMTC 2023.,https://index.sindonews.com/index/10,SPORTS
"Ketua Markas Daerah Laskar Merah Putih Indonesia (LMPI) Provinsi Lampung, Alisa Hendra mengaku bangga dengan terpilihnya Erick Thohir menjadi Ketum PSSI.",https://index.sindonews.com/index/10,SPORTS
Musyawarah Keluarga Besar INKAI (MKB) telah dibuka secara resmi oleh Sekjen PB FORKI Raja Sapta Ervian pada Jumat (17/2/2023).,https://index.sindonews.com/index/10,SPORTS
"Petinju Mauricio Lara mengancam memukul KO Leigh Wood saat menambah berat badan perebutan sabuk Juara WBA kelas bulu pada Sabtu besok di Nottingham, Inggris.",https://index.sindonews.com/index/10,SPORTS
"Pembalap GASGAS Tech3, Pol Espargaro, mengungkapkan bahwa adanya format balapan baru di MotoGP 2023 membuatnya harus sedikit mengubah program latihannya",https://index.sindonews.com/index/10,SPORTS
"Islam Makhachev (24-1), menyindir UFC setelah Alexander Volkanovski (25-2) masih berada di ranking satu dalam peringkat pound for pound terbaru meski sudah dikalahkan olehnya",https://index.sindonews.com/index/10,SPORTS
Tim putra Surabaya BIN Samator berhasiil lolos final four usai menumbangkan Jakarta Pertamina Pertamax pada hari ketiga putaran kedua Proliga 2023.,https://index.sindonews.com/index/10,SPORTS
"Napoli memetik kemenangan ke-20 di Liga Italia 2022-2023. Hasil positif ini didapat usai mengalahkan Sassuolo 2-0 di Stadion Mapei, Sabtu (18/2/2023).",https://index.sindonews.com/index/10,SPORTS
Tim putri Jakarta Pertamina Fastron gagal menguasai putaran kedua Proliga 2023.,https://index.sindonews.com/index/10,SPORTS
"Fenomena ratusan awardee LPDP Luar Negeri  yang melanggar aturan, pihak LPDP telah memberikan beberapa sanksi kepada awardee yang bandel pulang ke Indonesia.",https://index.sindonews.com/index/144,EDUKASI
Pelatih Timnas Indonesia U-20 Shin Tae-yong meminta maaf pasukannya gagal mengatasi Selandia Baru U-20,https://index.sindonews.com/index/10,SPORTS
Franco Morbidelli di bawah ancaman pemecatan jika gagal tampil kompetitif di MotoGP 2023.,https://index.sindonews.com/index/10,SPORTS
Manchester United mendulang tiga poin penting usai membantai Leicester City dalam lanjutan Liga Primer Inggris 2022/2023.,https://index.sindonews.com/index/10,SPORTS
Bali United memetik kemenangan besar saat menghadapi Persebaya Surabaya pada lanjutan Liga 1 2022/2023. Pelatih Stefano Cugurra merasa puas.,https://index.sindonews.com/index/10,SPORTS
Lembaga Pengelola Dana Pendidikan (LPDP) RI  mengungkap ratusan alumni awardee  LPDP Luar Negeri (LN) belum pulang ke Indonesia selepas masa studinya selesai.,https://index.sindonews.com/index/144,EDUKASI
"Carlo Ancelotti mengklaim anak asuhnya sudah siap bertandang ke markas Liverpool untuk menjalani laga leg pertama babak 16 besar Liga Champions 2022-2023 di Stadion Anfield, Rabu (22/2/2023) dini hari WIB",https://index.sindonews.com/index/10,SPORTS
"Gelandang Juventus, Angel di Maria mengaku ingin meraih gelar Copa Amerika bersama Timnas Argentina.  Karena itu dia masih ingin terus berada di Eropa.",https://index.sindonews.com/index/10,SPORTS
Promotor Bob Arum blak-blakan ogah mengorbitkan petinju Eropa Timur jikan bukan karena sosok Vasiliy Lomachenko yang pernah menyandang juara tak terbantahkan.,https://index.sindonews.com/index/10,SPORTS
Timnas Indonesia U-20 gagal meraup angka pada laga pembuka penysihan Grup A Piala Asia U-20 2023.,https://index.sindonews.com/index/10,SPORTS
"Hal itu terjadi setelah Konfederasi Balap Sepeda Asia (ACC) resmi merilis perubahan logo baru di ACC Congress yang berlangsung di The Stone Hotel, Bali, Rabu (1/3/2023).",https://index.sindonews.com/index/10,SPORTS
Pelatih Timnas Indonesia U-20 Shin Tae-yong menyoroti penyelesaian akhir yang masih menjadi persoalan pasukannya.,https://index.sindonews.com/index/10,SPORTS
Warga net atau netizen Indonesia riuh mengomentari kekalahan Timnas Indonesia U-20 di laga pembuka Grup A Piala Asia U-20 2023.,https://index.sindonews.com/index/10,SPORTS
"Kepala Bidang Pembinaan dan Prestasi (Kabid Binpres) PBSI, Rionny Mainaky, menaruh harapan besar kepasa Indra Widjaja sebagai pelatih kepala tunggal putri.",https://index.sindonews.com/index/10,SPORTS
"Sebanyak empat pembalap binaan PT Astra Honda Motor (AHM) siap menghadapi seri perdana Kejuaraan Nasional (Kejurnas) Balap Motor pada ajang Mandalika Racing Series di Sirkuit Mandalika, Nusa Tenggara Barat, pada akhir pekan ini (4-5/3/2023).",https://index.sindonews.com/index/10,SPORTS
Persatuan Bulu tangkis Seluruh Indonesia (PBSI) menargetkan sektor tunggal putra dan ganda putra membawa pulang gelar dari turnamen itu.,https://index.sindonews.com/index/10,SPORTS
Jorge Masvidal siap menantang Jake Paul bertarung di atas ring tinju. Raja KO kelas welter UFC mengklaim bakal menghancurkan karier petinju Youtuber tersebut pada pertarungan tinju.,https://index.sindonews.com/index/10,SPORTS
Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir dianugerahi gelar Doktor Honoris Causa (DHC) bidang manajemen strategis oleh Universitas Brawijaya (UB) Malang.,https://index.sindonews.com/index/144,EDUKASI
Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mengaku mendapat energi tambahan usai diberi gelar Doktor Honoris Causa (DHC) dari Universitas Brawijaya (UB).,https://index.sindonews.com/index/144,EDUKASI
"Kemendikbudristek memastikan implementasi kurikulum Merdeka belajar berjalan sesuai harapan di Kota Medan, Sumatera Utara (Sumut).",https://index.sindonews.com/index/144,EDUKASI
Dana White membeberkan perbandingan perilaku penggemar mixed martial arts (MMA) dan tinju dalam menerima kekalahan.,https://index.sindonews.com/index/10,SPORTS
Pengurus Besar Esports Indonesia (PBESI) resmi mengumumkan roster atau pemain Mobile Legends Bang Bang (MLBB) ladies di SEA Games 2023 Kamboja.,https://index.sindonews.com/index/10,SPORTS
"Komunitas Guru Satkaara Berbagi (KGSB) dan RGBK mengadakan Webinar Konseling Bagi Keluarga dan Anak Berkebutuhan Khusus, Sabtu (4/3/2023).",https://index.sindonews.com/index/144,EDUKASI
World Superbike (WSBK) Indonesia 2023 di Sirkuit Mandalika dijadikan sebagai ajang untuk menggaungkan budaya nusantara kuliner lokal.,https://index.sindonews.com/index/10,SPORTS
"Manchester City terus meneror posisi Arsenal di klasemen sementara Liga Inggris 2022-2023. Itu diketahui usai pasukan Pep Guardiola menang skor 2-0 atas Newcastle United di Stadion Etihad, Sabtu (4/3/2023) malam WIB.",https://index.sindonews.com/index/10,SPORTS
Ketua Umum PSSI Erick Thohir meminta dukungan penggemar Persebaya Surabaya yang biasa disebut Bonek untuk mengawal proses transformasi PSSI,https://index.sindonews.com/index/10,SPORTS
Juventus siap menjalani misi sulit melawan AS Roma pada giornata ke-25 Liga Serie A Italia 2022/2023.,https://index.sindonews.com/index/10,SPORTS
Max Verstappen berhasil mengawali Formula 1 (F1) 2023 dengan kemenangan di GP Bahrain. Dia sangat perkasa di Sirkuit Internasional Bahrain.,https://index.sindonews.com/index/10,SPORTS
Pelatih Manchester United Erik Ten Hag siap menantang Liverpool di Anfield.,https://index.sindonews.com/index/10,SPORTS
Lulusan SMA/SMK yang ingin melanjutkan kuliah ke perguruan tinggi dan membutuhkan bantuan finansial bisa memanfaatkan beasiswa Indonesian Leadership Foundation (ILF) 2023.,https://index.sindonews.com/index/144,EDUKASI
International Football Association Board (IFAB) bakal menerapkan Video Assistant Referee (VAR) di Piala Dunia U-20 2023 Indonesia.,https://index.sindonews.com/index/10,SPORTS
"Institut Agama Islam Depok (IAID) Al-Karimiyah, menekankan mahasiswanya dalam moderasi beragama. Terlebih lagi, pada  pembentukan sikap, karakter, dan pola pikir.",https://index.sindonews.com/index/144,EDUKASI
Klasemen akhir Grup A Piala Asia U-20 2023 sudah diketahui. Tim nasional (Timnas) Indonesia U-20 gagal melaju ke perempat final  setelah menempati posisi ketig,https://index.sindonews.com/index/10,SPORTS
Dejan Ferdinansyah/Gloria Emanuelle Widjaja memenangi laga pertama German Open 2023. Ganda campuran Indonesia itu melibas  Tan Kiang Meng/Lai Pei Jing.,https://index.sindonews.com/index/10,SPORTS
Uzbekistan U-20 bermain imbang 0-0 kontra tim nasional (Timnas) Indonesia U-20 di laga terakhir Grup A Piala Asia U-20.,https://index.sindonews.com/index/10,SPORTS
"Gelandang Madura United, Ricki Ariansyah jatuh pingsan dan harus mendapat perawatan serius di akhir laga menghadapi PSIS Semarang dalam laga lanjutan Liga 1 2022/2023.",https://index.sindonews.com/index/10,SPORTS
Raheem Sterling berhasil mengantarkan Chelsea menyingkirkan Borussia Dortmund dari Liga Champions 2022/2023.,https://index.sindonews.com/index/10,SPORTS
Wakil Ketua Binpres II PB POBSI Achmad Fadil Nasution terkesan dengan persaingan yang ditunjukan pebiliar nasional yang tampil di POBSI Pool Circuit Seri I Pekalongan 2023.,https://index.sindonews.com/index/10,SPORTS
"Menteri Agama (Menag) Yaqut Cholil Qoumas mengucapkan selamat atas Milad Ke-3 Institut Daarul Qur'an Jakarta (Idaqu), Cipondoh, Kota Tangerang, Banten.",https://index.sindonews.com/index/144,EDUKASI
Sebanyak 16 pebiliar nasional lolos ke babak berikutnya usai menyingkirkan lawan-lawannya pada hari Kedua POBSI Pool Circuit 2023 Seri I Pekalongan.,https://index.sindonews.com/index/10,SPORTS
"Menurut Islam Makhachev, berduel dengan Beneil Dariush akan menjadi pertarungan besar untuk ditonton penggemar.",https://index.sindonews.com/index/10,SPORTS
Manchester United akan segera menghadapi Real Betis di leg kedua babak 16 besar Liga Europa 2022/2023.,https://index.sindonews.com/index/10,SPORTS
"Staf Khusus Presiden, Ayu Kartika Dewi terpilih  mewakili Indonesia sebagai salah satu fellow pada KAICIID International Fellows Programme 2023 di Strasbourg, Perancis.",https://index.sindonews.com/index/144,EDUKASI
"Pemegang sabuk WBC kelas berat, Tyson Fury, menolak tawaran untuk duel dengan juara IBF, WBO, dan WBA Oleksandr Usyk.",https://index.sindonews.com/index/10,SPORTS
"Larsa Pippen membuat pengakuan mengejutkan tentang hubungannya dengan putra Michael Jordan, Marcus. Dalam sebuah kesempatan dia mengaku berhubungan intim dengan Marcus sebanyak empat kali semalam.",https://index.sindonews.com/index/10,SPORTS
Pertandingan babak 32 besar POBSI Pool Circuit Seri I Pekalongan 2023 telah berlangsung Kamis (9/3/2023). Sebanyak delapan pebiliar telah melaju ke perempat final.,https://index.sindonews.com/index/10,SPORTS
"Mandiri ITB Ultra Marathon 2022 siap digelar tahun ini setelah tertunda. Ajang tahunan yang berlangsung sejak 2017 itu akan digelar dengan titik mulai di Menara Mandiri, Jakarta, 10 Maret 2023.",https://index.sindonews.com/index/10,SPORTS
"Kelas Internasional merupakan program unggulan yang dirancang dengan penyampaian materi ajar menggunakan bilingual, Bahasa Indonesia dan Bahasa Inggris/Bahasa Arab.",https://index.sindonews.com/index/144,EDUKASI
Pelatih Arema FC I Putu Gede dipastikan tidak bisa mendampingi timnya dalam dua pertandingan lanjutan Liga 1 musim 2022/2023.,https://index.sindonews.com/index/10,SPORTS
Kylian Mbappe mencetak rekor baru di media sosial dengan meraih 100 juta pengikut di Instagram.,https://index.sindonews.com/index/10,SPORTS
Kubu Oleksandr Usyk telah menyiapkan tiga lawan pengganti Tyson Fury.,https://index.sindonews.com/index/10,SPORTS
Burundi telah mengumumkan skuad untuk menghadapi Timnas Indonesia di FIFA Matchday pada Maret 2023. Les Hirondelles -julukan Timnas Burundi- membawa 30 pemain,https://index.sindonews.com/index/10,SPORTS
Ganda putra andalan Indonesia Leo Rolly Carnando/Daniel Marthin memasang target tinggi di tahun 2023-2024.,https://index.sindonews.com/index/10,SPORTS
"Kepercayaan diri Liverpool kembali tumbuh jelang laga kontra Bournemouth di Vitality Stadium, Sabtu (11/3/2023) pukul 19.30 WIB.",https://index.sindonews.com/index/10,SPORTS
Fajar Alfian/Muhammad Rian Ardianto mengaku tidak peduli dengan status ranking 1 dunia saat ganda putra Indonesia ini bersiap menghadapi turnamen All England 2023.,https://index.sindonews.com/index/10,SPORTS
Marc Marquez meraih hasil buruk pada hari pertama tes terakhir pramusim MotoGP 2023.,https://index.sindonews.com/index/10,SPORTS
Timnas Jepang U-20 lolos ke semifinal Piala Asia U-20 2023 usai menyingkirkan Yordania. Jepang menantang Irak di 4 besar.,https://index.sindonews.com/index/10,SPORTS
Manchester United ditahan imbang tanpa gol saat menjamu Southampton di pekan ke-27 Liga Inggris 2022/2023.,https://index.sindonews.com/index/10,SPORTS
Arsenal kokoh di puncak klasemen Liga Inggris 2022/2023 pekan ke-27 setelah mengalahkan Fulham dengan skor 3-0.,https://index.sindonews.com/index/10,SPORTS
Striker Barcelona Robert Lewandowski bisa diturunkan melawan Athletic Bilbao,https://index.sindonews.com/index/10,SPORTS
Ada empat pebulu tangkis yang memiliki smash terkeras di All England 2023. Dua di antaranya berasal dari Indonesia.,https://index.sindonews.com/index/10,SPORTS
Kementerian Agama (Kemenag) akan menggelar Seleksi Kompetensi bagi Calon Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) tahun anggaran 2022.,https://index.sindonews.com/index/144,EDUKASI
"Sebanyak 1.506 atlet akan bersaing pada Kejuaraan Nasional (Kejurnas) Catur 2023 di Jakarta International Expo Kemayoran, 14-19 Maret 2023.",https://index.sindonews.com/index/10,SPORTS
"Francesco Bagnaia menorehkan rekor tercepat baru pada tes pramusim di Sirkuit Algarve, Portimao.",https://index.sindonews.com/index/10,SPORTS
"Francesco Bagnaia tampil impresif di tes Portimao MotoGP 2023, 11-12 Maret 2023.",https://index.sindonews.com/index/10,SPORTS
Langkah tunggal putra Indonesia Shesar Hiren Rhustavito terhenti di babak 32 besar All England 2023.,https://index.sindonews.com/index/10,SPORTS
"Pelatih Timnas Indonesia Shin Tae-yong memanggil Shayne Pattynama, untuk FIFA Matchday melawan Burundi.",https://index.sindonews.com/index/10,SPORTS
"Tim Nasional (Timnas) Indonesia U-20 yang dinaungi oleh Shin Tae-yong akan berlaga di ajang bergengsi, yakni Piala Dunia U-20 2023.",https://index.sindonews.com/index/10,SPORTS
Napoli akan melawan Eintracht Frankfurt pada leg kedua babak 16 besar Liga Champions 2022/2023. Luciano Spalletti menegaskan Partenopei tidak akan meremehkan lawan.,https://index.sindonews.com/index/10,SPORTS
Apriyani Rahayu/Siti Fadia Silva Ramadhanti berhasil melenggang ke babak kedua All England 2023,https://index.sindonews.com/index/10,SPORTS
"Leo/Daniel akhirnya berhasil pecah telur saat ganda putra Indonesia menyingkirkan Aaron Chia/Soh Wooi Yik pada babak pertama All England 2023 di Utilita Arena, Rabu (15/3/2023) malam WIB.",https://index.sindonews.com/index/10,SPORTS
Pep Guardiola memiliki sentuhan magis di Liga Champions. Dia bisa menyulap Lionel Messi dan Erling Haaland mencetak lima gol dalam satu laga di babak gugur.,https://index.sindonews.com/index/10,SPORTS
"Viktor Axelsen, pebulu tangkis tunggal putra unggulan pertama asal Denmark, tersingkir dari All England 2023 setelah dikalahkan oleh pebulu tangkis Malaysia, Ng Tze Yong,",https://index.sindonews.com/index/10,SPORTS
Mike Tyson merupakan petinju legendaris karena memiliki banyak prestasi. Dia bahkan mendapat julukan Iron Mike karena memiliki pukulan sekeras baja.,https://index.sindonews.com/index/10,SPORTS
Arsenal kandas di babak 16 besar Liga Europa 2022/2023. Mikel Arteta memastikan The Gunners akan langsung fokus melawan Crystal Palace di laga selanjutnya.,https://index.sindonews.com/index/10,SPORTS
Mohammad Ahsan/Hendra Setiawan lolos ke semifinal All England 2023 lewat pertarungan dramatis kontra Liu Yu Chen/Ou Xuan Yi.,https://index.sindonews.com/index/10,SPORTS
"Pelatih tim nasional (Timnas) Indonesia U-20, Shin Tae-yong sudah memanggil 29 pemain untuk pemusatan latihan (TC) di Jakarta dan Korea Selatan.",https://index.sindonews.com/index/10,SPORTS
"Apabila gigi tidak rapi, bisakah masuk sekolah kedinasan? Pertanyaan tersebut sering terbersit pada calon peserta didik sekolah kedinasan. Tes kesehatan gigi menjadi salah satu tahapan tes yang harus dilalui oleh peserta.",https://index.sindonews.com/index/144,EDUKASI
Duo Red Bull menguasai hasil latihan bebas 1 (FP1) Formula 1 (F1) GP Arab Saudi 2023,https://index.sindonews.com/index/10,SPORTS
"Tunggal putri Indonesia Gregoria Mariska Tunjung gagal melangkah ke semifinal usai disingkirkan unggulan keempat asal China, Chen Yu Fei.",https://index.sindonews.com/index/10,SPORTS
Dua pembalap Red Bull Max Verstappen dan Sergio Perez mendominasi latihan bebas 3 (FP3) Formula 1 (F1) GP Arab Saudi 2023.,https://index.sindonews.com/index/10,SPORTS
"Naoki Kumata top skor, Abbosbek Fayzullaev pemain terbaik di Piala Asia U-20 2023.",https://index.sindonews.com/index/10,SPORTS
Lewis Hamilton menebar ancaman jelang lomba Formula 1 (F1) GP Arab Saudi 2023.,https://index.sindonews.com/index/10,SPORTS
Timnas Uzbekistan U-20 menjadi juara Piala Asia U-20 setelah menumbangkan Irak.,https://index.sindonews.com/index/10,SPORTS
"Pecatur cilik Adi Wibisana Sankana berhasil menyabet medali emas Kejuaraan Nasional (Kejurnas) Catur 2023 di JIExpo Kemayoran, Jakarta.",https://index.sindonews.com/index/10,SPORTS
Pelatih Burnley Vincent Kompany menjadi sorotan jelang laga kontra Manchester City.,https://index.sindonews.com/index/10,SPORTS
"Harry Kane gagal membantu Tottenham Hotspur meraih kemenangan saat menghadapi Southampton di  Liga Inggris 2022/2023. Tapi, dia telah menciptakan rekor.",https://index.sindonews.com/index/10,SPORTS
Dispora dan ISSI DKI Jakarta berkolaborasi untuk pertama kalinya menggelar invitasi balap sepeda Jakarta.,https://index.sindonews.com/index/10,SPORTS
Fajar Alfian/Muhammad Rian Ardianto sukses mengalungkan medali emas di All England 2023 setelah mengalahkan Mohammad Ahsan/Hendra Setiawan,https://index.sindonews.com/index/10,SPORTS
"Arsenal memetik tiga poin sempurna kala menjamu Crystal Palace pada laga lanjutan Liga Inggris 2022-2023 di Stadion Emirates, Minggu (19/3/2023) malam WIB.",https://index.sindonews.com/index/10,SPORTS
Kiat menjadi wirausaha muda yang tangguh dan cakap ini penting diketahui oleh mahasiswa. Membangun diri menjadi orang tepercaya menjadi poin penting.,https://index.sindonews.com/index/144,EDUKASI
"Pattrick Jossia NS, mahasiswa Program Studi Komunikasi UPER juara favorit Lomba Foto Jurnalistik UGM dalam gelaran acara Clayproyek, bertemakan kawasan industri hijau.",https://index.sindonews.com/index/144,EDUKASI
"Tim Nasional Indonesia (Timnas) melakukan latihan gabungan antara dua kelompok umur, senior dan pemain berusia 20 tahun, di Stadion Perguruan Tinggi Ilmu Kepolisian (PTIK), Jakarta, pada Senin (20/3/2023) sore WIB.",https://index.sindonews.com/index/10,SPORTS
"Sertifikasi dosen akan menentukan nyawa seseorang, karenanya harus ditangani dengan transparan, adil, dan tergaransi dengan baik.",https://index.sindonews.com/index/144,EDUKASI
Jermaine Franklin menceritakan kisah menyedihkan dalam hidupnya ketika ia mengalami kebangkrutan.,https://index.sindonews.com/index/10,SPORTS
Bintang Timnas Indonesia Marselino Ferdinan menjalani debut sebagai starter di KMSK Deinze.,https://index.sindonews.com/index/10,SPORTS
Pelatih Liverpool Juergen Klopp kecewa berat timnya dibantai Manchester City.,https://index.sindonews.com/index/10,SPORTS
"Barcelona akan menghadapi Elche pada lanjutan Liga Spanyol 2022/2023. Duel beda kelas ini akan tersaji di Estadio Manuel Martinez Valero,",https://index.sindonews.com/index/10,SPORTS
Arsenal mengamankan tiga poin penting usai membantai Leeds Unted dalam lanjutan Liga Primer Inggris 2022/2023.,https://index.sindonews.com/index/10,SPORTS
Arema FC meraup poin penuh usai membungkam Persita Tangerang.,https://index.sindonews.com/index/10,SPORTS
"Pelatih Timnas Wanita Indonesia, Rudy Eka Priyambada telah memanggil sebanyak 26 pemain untuk mengikuti seleksi dan pemusatan latihan (TC).",https://index.sindonews.com/index/10,SPORTS
AC Milan akan meladeni Napoli pada lanjutan Liga Italia 2022/2023. Pelatih Stefano Pioli percaya I Rossoneri akan mampu merebut kemenangan.,https://index.sindonews.com/index/10,SPORTS
PSIS Semarang berhasil mengalahkan PSS Sleman dalam lanjutan Liga 1 2022/2023 dengan skor akhir 5-2. Laga diwarnai kericuhan suporter masuk ke lapangan.,https://index.sindonews.com/index/10,SPORTS
"Pemain ganda putra Indonesia, Marcus Gideon Fernaldi/Kevin Sanjaya Sukamuljo, dipastikan absen di ajang Kejuaraan Asia 2023.",https://index.sindonews.com/index/10,SPORTS
Fabio Quartararo tercecer sprint GP Argentina 2023. Juara MotoGP 2021 itu berkilah ini terjadi karena ada masalah rem.,https://index.sindonews.com/index/10,SPORTS
Sesi pemanasan MotoGP Argentina 2023 berlangsung selama 10 menit dan telah selesai pada Minggu (2/4/2023) malam WIB.,https://index.sindonews.com/index/10,SPORTS
Dito Ariotedjo gerak cepat menyiapkan Cabang Olahraga (Cabor) dan atlet Indonesia yang akan tampil di SEA Games 2023.,https://index.sindonews.com/index/10,SPORTS
Unit Kegiatan Mahasiswa Riset dan Karya Ilmiah Universitas Pertamina (UPER) Heuri Cosmos menggelar kegiatan bertajuk International Space UP Emerging Forum (ISEF) 2023.,https://index.sindonews.com/index/144,EDUKASI
"Ketua Umum PSSI Erick Thohir membubarkan Local Organizing Commite (LOC) Piala Dunia U-20, Senin (3/4/2023).",https://index.sindonews.com/index/10,SPORTS
"Pelatih interim Chelsea, Bruno Saltor, menjelaskan alasan di balik pemecatan Graham Potter sebagai pelatih kepala klub.",https://index.sindonews.com/index/10,SPORTS
"Bagas Maulana/Muhammad Shohibul Fikri melaju ke babak 16 besar Orleans Masters 2023. Ganda putra Indonesia itu menumbangkan wakil Inggris, Rory Easton/Zach Russ.",https://index.sindonews.com/index/10,SPORTS
"Ester Nurumi Tri Wardoyo lolos dari babak kualifikasi Orleans Masters 2023. Tunggal putri Indonesia itu menumbangkan Jennie Gai dengan skor 21-19, 25-27, dan 21-14.",https://index.sindonews.com/index/10,SPORTS
"Persib Bandung berhasil mengalahkan Persis Solo pada lanjutan Liga 1 2022/2023 di Stadion Pakansari. Sempat tertinggal 0-1, Pangeran Biru menang 3-1.",https://index.sindonews.com/index/10,SPORTS
Ketua Umum (Ketum) PSSI Erick Thohir senang Timnas Indonesia U-22 terhindar dari grup neraka di SEA Games 2023.,https://index.sindonews.com/index/10,SPORTS
"Permainan psikologis menjadi sorotan jelang laga leg kedua semifinal Copa del Rey 2022-2023, yang mempertemukan Barcelona versus Real Madrid di Camp Nou, Kamis (6/4/2023) dini hari WIB.",https://index.sindonews.com/index/10,SPORTS
Christian Adinata harus bersusah payah menembus babak kedua Orleans Masters 2023.,https://index.sindonews.com/index/10,SPORTS
"Pelatih Indra Sjafri menyadari beban Timnas Indonesia U-22 di SEA Games 2023 Kamboja sangat berat. Sebab, skuad Garuda Muda ditargetkan meraih medali emas.",https://index.sindonews.com/index/10,SPORTS
"Batalnya Indonesia menggelar Piala Dunia U-20 2023 menyebabkan kerugian sangat besar di sektor finansial dan perekonomian. Ini melibatkan uang lebih dari Rp3,5 triliun.",https://index.sindonews.com/index/10,SPORTS
Indonesia hanya menerima sanksi administrasi FIFA terkait gagalnya menggelar Piala Dunia U-20 2023. Ini menghindari  pengucilan dari dunia internasional.,https://index.sindonews.com/index/10,SPORTS
"Turnitin, penyedia solusi integritas akademik terkemuka di dunia, hari ini mengaktifkan kemampuan AI-nya dalam mendeteksi orisinalitas tulisan.",https://index.sindonews.com/index/144,EDUKASI
"Ketua NOC Indonesia, Raja Sapta Oktohari belum ingin memikirkan opsi memindahkan lokasi ANOC World Beach Games (AWBG) 2023 dari Bali.",https://index.sindonews.com/index/10,SPORTS
"Putri Kusuma Wardani dapat melewati babak 16 besar Orleans Masters 2023. Tunggal putri Indonesia itu mengalahkan wakil China, Gao Fang Jie 22-20, 6-21, dan 21-12.",https://index.sindonews.com/index/10,SPORTS
"Transformasi digital yang diusung Google for Education dan Lenovo Indonesia beserta PT Duta Digital Informatika (Dugi) di MTs Al-Mukhlisin, Bogor, Jawa Barat, berhasil memberikan dampak nyata.",https://index.sindonews.com/index/144,EDUKASI
"PSIS Semarang menang 4-0 atas PSM Makassar yang merupakan juara Liga 1 2022/2023 di Stadion Jatidiri, Semarang.",https://index.sindonews.com/index/10,SPORTS
Presidium Nasional Suporter Sepak Bola Indonesia (PNSSI) memuji kinerja Ketua Umum PSSI Erick Thohir.,https://index.sindonews.com/index/10,SPORTS
"Pebiliar andalan Indonesia, Gebby Adi Wibawa Putra membidik medali emas SEA Games 2023 di Kamboja.",https://index.sindonews.com/index/10,SPORTS
Besaran Uang Kuliah Tunggal (UKT) juga menjadi bahan pertimbangan para calon mahasiswa dalam menentukan pilihan perguruan tinggi yang akan diambil.,https://index.sindonews.com/index/144,EDUKASI
"Joe Joyce mengklaim jika Anthony Joshua telah mengalami banyak kemunduran setelah melihat penampilan terakhirnya melawan Jermaine Franklin di O2 Arena, akhir pekan ini.",https://index.sindonews.com/index/10,SPORTS
Persik Kediri mengalahkan Persikabo 1973 2-0 pada lanjutan Liga 1 2022-2023. Laga itu berlangsung di Stadion Brawijaya.,https://index.sindonews.com/index/10,SPORTS
Madura United bermain imbang 1-1 kontra Arema FC pada lanjutan Liga 1 2022/2023 di Stadion Gelora Madura Ratu Pamelingan.,https://index.sindonews.com/index/10,SPORTS
Bayern Muenchen berhasil meraih kemenangan 1-0 atas Freiburg dalam lanjutan Liga Jerman 2022/2023.,https://index.sindonews.com/index/10,SPORTS
"Chelsea menelan kekalahan 0-1 dari Wolverhampton Wanderers dalam pertandingan Liga Inggris 2022-2023 yang berlangsung di Stadion Molineux, Sabtu (8/4/2023).",https://index.sindonews.com/index/10,SPORTS
Elkan Baggott dan Ronaldo Kwateh belum pasti memperkuat Timnas Indonesia U-22 di SEA Games 2023.,https://index.sindonews.com/index/10,SPORTS
Francesco  Bagnaia meraih hasil buruk MotoGP Argentina 2023.,https://index.sindonews.com/index/10,SPORTS
Manchester United melanjutkan tren kemenangan usai melibas Everton.,https://index.sindonews.com/index/10,SPORTS
Borneo FC mengalahkan RANS Nusantara FC 4-2 pada lanjutan Liga 1 2022/2023. Matheus Pato menjadi kunci kemenangan Pesut Etam.,https://index.sindonews.com/index/10,SPORTS
Persib Bandung harus mengakui kekuatan Persita Tangerang saat bentrok pada lanjutan Liga 1 2022/2023. Pangeran Biru takluk 0-4.,https://index.sindonews.com/index/10,SPORTS
"Memasuki hari ke-5 di Belanda, Tim Riset UIN Maulana Malik Ibrahim Malang melakukan FGD terkait dengan moderasi beragama dan supra struktur kampus Radboud University.",https://index.sindonews.com/index/144,EDUKASI
Sebanyak 11 legenda sepak bola nasional memberikan dukungan penuh pada Erick Thohir untuk mentransformasi sepak bola Indonesia dengan aksi tanda tangan dan 1.000 bunga apresiasi PSSI untuk sepak bola Indonesia.,https://index.sindonews.com/index/10,SPORTS
"Kehebatan Marco Bezzecchi dibongkar mantan pembalap MotoGP, Sylvain Guintoli.",https://index.sindonews.com/index/10,SPORTS
Persija Jakarta berhasil mengalahkan Dewa United di pekan ke-33 Liga 1 2022/2023 dengan skor akhir 1-0.,https://index.sindonews.com/index/10,SPORTS
"Ketua Harian PBESI, Bambang Sunarwibowo menargetkan tim Mobile Legend Bang Bang (MLBB) Ladies meraih medali emas SEA Games Kamboja 2023 dalam debut mereka di ajang tersebut.",https://index.sindonews.com/index/10,SPORTS
